Myanmar,English
ဒီကွန်ပျူတာက ဈေးကြီးပေမဲ့ အရမ်း ကောင်းတယ်။,This computer is expensive but it is very good
ကျွန်တော် နံပါတ်တစ်အကြိုက်ဆုံးဒွင့်ခ်က လက်ဖက်ရည်ပါ။,The drink I like the best is tea
ဒီအခန်းက အရမ်း တိတ်ဆိတ်တဲ့ အခန်းပါ။,This room is very quiet
မွေးရပ်မြေမှာရှိတဲ့အမေ့ဆီက စာလာတယ်။,A letter came from my mother back in my home country
မုန့်လေး တစ်ခုလောက် သုံးဆောင်ပါဦးလား။,Would you like a snack
အဘိဓာန် ဟိုကစာအုပ်စင်မှာ ရှိတယ်။,The dictionary is on that bookshelf
မနက်ဖန် အပူချိန် သုံးဆယ်ဒီဂရီအထိ မြင့်မှာဆိုတော့ ပူမယ်။,It will be  degrees tomorrow so it will be hot
ဒီခန်းဂျီးကို ယာမလို့ ဖတ်တယ်။,This kanji reads yama
ဟိုမှာ ဘူးဝိုင်းလေး ရှိတယ်။,There is a round box over there
အင်္ကျီလေးက လှတယ်နော်။,Your clothes are beautiful
မနေ့က မစ္စတာခိမုရကို ဒီမြို့ရဲ့  မြေပုံ ပေးလိုက်တယ်။,I gave a map of this town to Mr Kimura yesterday
စာရေးခုံပေါ်မှာ စာရွက်နဲ့ ခဲတံ ရှိတယ်။,There are paper and a pencil on the desk
ကျွန်တော်က ကျောင်းသားပေမဲ့ အစ်ကိုကတော့ ကုမ္ပဏီဝန်ထမ်းပါ။,I am a student but my elder brother works at a company
ဒီနေ့ မစ္စတာလီနဲ့ ရုပ်ရှင် သွားကြည့်မယ်။,Today I will go watch a film with Mr Lee
ကျွန်တော်က ချစ်စရာကောင်းတဲ့အကောင်ငယ်လေးတွေကို ကြိုက်တယ်။,I like small and cute animals
ညတိုင်း ရေချိုးပြီးမှ အိပ်တယ်။,I always take a shower in the evening before going to bed
နေ့တိုင်း ကျောင်းသွားတယ်။,I go to school every day
မနက်က မိုးရွာပေမဲ့ အခု နေသာနေတယ်။,It was raining this morning but it is sunny now
မဂ္ဂဇင်းကို စာကြည့်တိုက်မှာ ငှားလို့မရဘူး။,We cannot borrow magazines at the library
ကျွန်တော် တိရစ္ဆာန် အရမ်း ချစ်တယ်။,I love animals
မနေ့က အိမ်မွေးတိရစ္ဆာန်နဲ့ ကစားတယ်။,I played with my pet yesterday
သင်္ဘောလိုင်းထက်စာရင် လေယာဉ်နဲ့ ပို့တာက မြန်မြန် ရောက်တယ်။,Airmail is faster than surface mail
ဆိုင်ရှေ့မှာ ကား လေးစီး ရပ်ထားတယ်။,There are four cars parked in front of the shop
ရှစ်နာရီမှာ အိမ်က ထွက်တယ်။ ပြီးတော့ ဘတ်စကားနဲ့ ကျောင်းကို သွားတယ်။,I leave the house at  and I go to school by bus
ပြီးရင် ဒီမဂ္ဂဇင်းကို မစ္စတာယာမာဒါကို ငှားမယ်။,I will lend this magazine to Mr Yamada next
မေမေက ကိတ်မု့န် အရမ်း ကြိုက်တယ်။,My mother loves cake
ဘူတာရှေ့မှာ ဆိုင်ကြီးဆိုင်ကောင်းတွေ ရှိတယ်။,There is a good store in front of the station
မစ္စတာဟယရှိ နိုင်ငံခြားမှာ တစ်နှစ်ခွဲ အလုပ်လုပ်ခဲ့တယ်။,Mr Lee worked abroad for a year and a half
အဲဒီမှာ လက်ကိုင်ပဝါ ဘယ်နှထည် ရှိသလဲ။,How many handkerchiefs are there
ဘဏ်ကောင်တာကနေ ငွေလွှဲမယ်။,I will transfer money at the counter
အရှေ့ဘက်ကောင်းကင်မှာ တိမ်ထူနေတယ်။,The sky in the east is cloudy
အခု မနက်ခုနစ်နာရီပါ။,It is seven in the morning right now
စာသင်ခန်းမှာ စာရေးခုံနဲ့ ထိုင်ခုံ ရှိတယ်။,There are desks and chairs in the classroom
ဟလို။,Hello
အမှောင်ထဲမှာ စာဖတ်ရင် မျက်စိပျက်တတ်တယ်။,Your eyes will go bad if you read books in the dark
ဒီအဆောက်အအုံက သက်တမ်းကြာပြီး နာမည်ကြီးတယ်။,This building is old and famous
ဒီစာအုပ်စင်က အနံ တစ်မီတာ အလျားတစ်မီတာခွဲ ရှိတယ်။,This bookshelf is  metre tall and  metres wide
ပိုပြီး ဖြည်းဖြည်း ပြောပေးပါ။,Please talk more slowly
မစ္စတာယာမာဒါရဲ့ အဖေက အရမ်း အလုပ်လုပ်တယ်။,Mr Yamadas father works hard
ကျွန်တော် ဝက်သား မစားနိုင်ဘူး။,I cannot eat pork
မစ္စတာတာနာခါရဲ့ အမျိုးသမီးက တက္ကသိုလ်ကဆရာမပါ။,Mr Tanakas wife is a university lecturer
နေ့တိုင်း တစ်နေ့ကို ရှစ်နာရီ အလုပ်လုပ်တယ်။,I work eight hours every day
နှစ်မိနစ် စောင့်ပါ။,Please wait for two minutes
အဲဒီစာအုပ်က ကျွန်တော့်ဟာပါ။,Our teacher is over there
သူငယ်ချင်း လာမှာမို့လို့ အခန်းကို သန့်ရှင်းရေးလုပ်မယ်။,My friend is coming so I will clean this room
ဒီနေ့ အအေးမိလို့ ကျောင်းမသွားဘူး။,I was absent from school because I was sick
မနေ့က အရမ်း အေးလို့ အအေးမိသွားတယ်။,I caught a cold because it was very cold yesterday
ဆရာ ပြောတဲ့အဓိပ္ပာယ် နားမလည်ဘူး။,I did not understand the meaning of the teachers words
ဟို ငယ်ရွယ်ပြီး သွက်လက်တဲ့ လူက မစ္စတာယာမာဒါပါ။,That young energetic person is Mr Yamada
ဟို တစ်ဆိတ်လောက် မေးပါရစေ။ စာကြည့်တိုက် ဘယ်နားမှာ ရှိပါသလဲ။,Um excuse me Where is the library
အမျိုးသမီးက ချက်ချင်း ပြန်လာတယ်။,My wife comes home soon
သူငယ်ချင်းရဲ့ စက်ဘီးနောက်ကနေ လိုက်စီးတယ်။,I got on the back of my friends bicycle
မနေ့ကပါတီမှာ အရမ်း ပျော်ခဲ့တယ်။,The party yesterday was very fun
လေယာဉ်ပျံက မြန်ပြီး အဆင်ပြေတယ်။,Airplanes are fast and convenient
ကွန်ပျူတာဖွင့်ပိတ်ခလုတ်ကို ဖွင့်တယ်။,I will turn on the computer
လေးလပိုင်းကနေ တက္ကသိုလ် စတယ်။,University starts in April
ဘာနဲ့ ကုမ္ပဏီကို သွားမလဲ။,What transport do you use to get to work
နွေရာသီဆို ပူလို့ အနောက်တိုင်းဝတ်စုံ မဝတ်ချင်ဘူး။,I do not want to wear a suit because it is hot in the summer
ဒီနှစ်နွေရာသီပိတ်ရက်မှာ ပင်လယ်ကိုလည်း သွားဖြစ်တယ်၊ တောင်လည်း တက်ဖြစ်တယ်။,I went to the beach and climbed a mountain this summer vacation
စာရေးခုံပေါ်မှာ စာအုပ် ရှိတယ်။,There is a book on the desk
မနေ့က တောက်လျှောက် မိုးအုံ့တယ်။,It was cloudy all day yesterday
ဒီနေ့ညစာကတော့ ကာရီ ဖြစ်ပါတယ်။,Todays dinner is curry
သကြား သုံးဆယ်ဂရမ်နဲ့ ဆား ဆယ့်ငါးဂရမ် ထည့်မယ်။,I will put in  grams of sugar and  grams of salt
ကောင်းကင်က ပြာတယ်။,The sky is blue
အိမ်အဝင်မှာ ပန်းအိုး ထားထားတယ်။,There is a vase in the lobby
သူငယ်ချင်းကို လိပ်စာအသစ် ပေးလိုက်တယ်။,I told my friend my new address
မစ္စခိမုရက ချစ်စရာကောင်းတဲ့စကတ်လေးကို ဝတ်ထားတယ်။,Ms Kimura is wearing a cute skirt
မစ္စတာတာနာခါရဲ့ အိမ်မှာ ကား နှစ်စီး ရှိတယ်။,There are two cars in Mr Tanakas house
စာသင်ခန်းမှာ ကွန်ပျူတာအသစ် ရှိတယ်။,There is a new computer in the classroom
ကျွန်တော် သီချင်းဆို ညံ့တယ်။,I am not good at singing a song
အိမ်ရဲ့ အနောက်ဘက်မှာ ကား ရှိတယ်။,There is a car behind the house
ဒီနေ့ စာမဖတ်လို့မရပေမဲ့ မနက်ဖန်ဆိုရင်တော့ ဖြစ်ပါတယ်။,I have to study today but tomorrow will work
ဒီလ ဟိုစူပါမားကက်က ဗုဒ္ဓဟူးနေ့ ပိတ်တယ်။,That supermarket will be closed on Wednesdays this month
ကျွန်တော့်ညီ နောက်လဆို အသက်နှစ်ဆယ် ပြည့်မယ်။,My brother will become twenty years old next month
ဟိုခွေးက နားရွက် ကြီးတယ်။,That dog has big ears
ဟိုဆိုင်မှာ စားလို့ကောင်းတဲ့မုန့်တွေ ရောင်းတယ်။,That shop has tasty snacks
နေ့တိုင်း ထမင်း သုံးခါ စားတယ်။,I eat three times every day
ဘောလုံးထက်စာရင် ဘေ့စ်ဘောကို ပိုကြိုက်တယ်။,I like baseball more than football
အဲဒီမှာ ရှိတဲ့လူက မစ္စတာယာမာဒါ ဖြစ်လိမ့်မယ်။,The person over there is probably Mr Yamada
ကျွန်တော် တေးဂီတကို နှစ်သက်တယ်။,I like music
ကျွန်တော် ပထမဆုံးအကြိမ် မစ္စတာဟယရှိနဲ့ တွေ့ခဲ့တယ်။,I met Mr Hayashi for the first time
ဘေးအတန်းကဆရာက ငယ်ငယ်လေးပဲ ရှိသေးတယ်။,The teacher next to our class is still young
မနက်တိုင်း ပြေးနေလို့ နည်းနည်းတော့ ပိန်သွားတယ်။,I ran every day so I got skinnier
မနက်ဖန် မိုးရွာမှာမို့ ကျောင်းကို ဘတ်စကားနဲ့ သွားမယ်။,It is going to rain tomorrow so I will go to school by bus
နေ့တိုင်း နေ့လယ်ပိုင်းဆို တစ်နာရီ နားတယ်။,I rest for an hour during lunchtime every day
စာကြည့်တိုက်မှာ စာအုပ် ပြန်အပ်မယ်။,I will give back the book to the library
ဒီနေရာက အရမ်း စည်ကားတဲ့နေရာ ဖြစ်တယ်။,This place is very lively
ဒီနေ့ အရမ်း ပျော်ခဲ့တယ်။,It was very fun today
စာရေးခုံပေါ်မှာ ပြက္ခဒိန် ထားထားတယ်။,There is a calendar on the desk
ကျွန်တော် ကြိုက်တဲ့အရောင်က အပြာပါ။,My favourite colour is blue
မစ္စတာယာမာဒါရဲ့ ညီမလေးက အရပ်က ပုပုလေးနဲ့ ချစ်စရာ ကောင်းတယ်။,Mr Yamadas little sister is short and cute
အိမ်က အဲဒီချောင်းရဲ့ တစ်ဖက်မှာ ရှိတယ်။,My house is on the other side of the river
ဒီအိတ်က ကြီးပြီး လေးတယ်။,This bag is big and heavy
အမြဲတမ်း မနက်ရှစ်နာရီရထားကို စီးတယ်။,I always ride the train at eight oclock in the morning
ကျွန်တော် အဲဒီဆရာဆီမှာ ဂျပန်စာ သင်နေတယ်။,I am learning Japanese from that teacher
အဖိုးထိုက်တဲ့အရာ မဟုတ်ပေမဲ့ လက်ခံပေးပါ။,This isnt much but please take it
ဟင်းရွက်တွေကို လှီးပြီး ဆေးမယ်။,After cutting this vegetable I will wash it
ရထား စီးတဲ့အခါ ဆင်းတဲ့လူက အရင်။,When we ride the train we let the people get off first
ဆရာ့ကားက ဘယ်မှာလဲ။,Where is the teachers car
ဟင်းချက်နည်းကို အမေ့ဆီက သင်ထားတာ။,My mother taught me how to cook
ဒီအသားက ဈေးအပေါဆုံးပါ။,This meat is the cheapest
အခု အစ်မက တိုကျိုမှာ တစ်ယောက်တည်း နေနေတယ်။,My elder sister is living by herself in Tokyo right now
ဒီနေ့ အမျိုးသမီးရဲ့ မွေးနေ့မို့လို့ အိမ် စောစော ပြန်ဖြစ်အောင် ပြန်မယ်။,It is my wifes birthday today so I am thinking of going home early
ကျွန်တော် အနီထက် အပြာကို ပိုကြိုက်တယ်။,I like red more than blue
ဇွန်းနဲ့ ကော်ဖီထဲကို သကြား ထည့်တယ်။,I put sugar in my coffee using a spoon
အိတ်ကို ပိတ်မထားဘူး။,The bag wasnt closed
ကျွန်တော့်ရှေ့မှာ ကား လာရပ်တယ်။,A car stopped in front of me
ဂျပန်လို လေးကို ယွန်းလို့ ဖတ်တယ်။,We read  as four
စာတိုက်ရဲ့ အရှေ့နဲ့ ဘူတာရဲ့ ဘေးတွေမှာ စာတိုက်ပုံး ရှိတယ်။,There is a postbox in front of the post office and near the station
ဒီအဆောက်အအုံရဲ့ တတိယထပ်မှာ ရှိတယ်။,It is on the third floor of this building
ဒီမေးခွန်းအတွက် အဖြေ သုံးခု ရှိတယ်။,There are three answers to this question
မနေ့က အမေ့ဆီ စာပို့လိုက်တယ်။,I sent a letter to my mother yesterday
ပန်းခြံထဲမှာ ရေကန် အကြီးကြီး ရှိတယ်။,There is a big lake in the park
ပါတီက ဟင်းတွေ စားလို့မကောင်းဘူး။,The food at the party was not very good
မစ္စတာတာနာခါ ကိုကာကိုလာ သောက်တယ်။,Mr Tanaka drinks CocaCola
ဒီအခန်းရဲ့ နံရံက ပါးလို့ အသံ တိုးတိုးနဲ့ စကားပြောတယ်။,The wall of this room is thin so I will talk quietly
တီဗွီ ကြည့်ရင်း ထမင်းစားတယ်။,I eat while watching TV
ပိုက်ဆံအိတ်ထဲ အကြွေးဝယ်ကတ်ကို ထည့်တယ်။,I will put my credit card in my wallet
ကျွန်တော် ခုနစ်နာရီခွဲမှာ အိပ်ရာထတယ်။,I wake up at
ကိုယ်ပူနေလို့ ဒီနေ့ အနားယူမယ်။,I have a fever so I will be absent from school
နောက်နှစ်ရဲ့ နောက်တစ်နှစ်ကျရင် နိုင်ငံကို ခဏပြန်မယ်။,I will go back home in two years
ဒီည စာကြည့်တိုက်မှာ အိမ်စာလုပ်မယ်။,I will do my homework at the library this evening
ရောဂါ မဟုတ်တဲ့အတွက် စိုးရိမ်စရာမလိုပါဘူး။,I am not ill so please do not worry
မနေ့ကရုပ်ရှင် ဘယ်လိုနေလဲ။,How was yesterdays film
စူပါမားကက်မှာ ညစာအတွက် ဈေးဝယ်ခဲ့တယ်။,I shopped for dinner at the supermarket
ဂျပန်က ကျဉ်းတဲ့နိုင်ငံ ဖြစ်တယ်။,Japan is a small country
အပြင်မှာ အေးလား။,Is it cold outside
ချမ်းပေမဲ့လည်း ရေကူးမယ်။,I will swim even if it is cold
နွေရာသီပိတ်ရက်မှာ အမိနိုင်ငံကို ပြန်မယ်။,I will go back to my country during summer vacation
နိုင်ငံခြားမှာ ပတ်စပို့ ပျောက်သွားလို့ ဒုက္ခရောက်ခဲ့တယ်။,It was troubling for me because I lost my passport while I was abroad
အဲဒီလူရဲ့ နာမည်ကို မေ့သွားတယ်။,I forgot that persons name
ဂျပန်လူမျိုးတွေက တူနဲ့ ထမင်းစားတယ်။,Japanese people use chopsticks to eat
မစ္စတာတာနာခါက အရပ်ရှည်တယ်။,Mr Tanaka is tall
ရှပ်အင်္ကျီ တစ်ထည် ရှိတယ်။,There is a shirt
ဒီအဘိဓာန်က သိပ် မကောင်းဘူး။,This dictionary is not very good
ရဲကင်းမှာ မြို့ရဲ့ မြေပုံကို ချိတ်ထားတယ်။,The map of the town is posted at that police box
မနေ့က ဘူတာနားကို ဈေးဝယ် သွားတယ်။,Yesterday I went shopping near the station
စာတိုက်က ဘူတာဘေးမှာ ရှိတယ်။,The post office is near the station
ပူတဲ့နေ့ဆို ဦးထုပ်ဆောင်းပြီး အပြင်ထွက်တယ်။,I wear a hat when it is hot
မစ္စတာခိမုရရဲ့ အဖေက အသက် ငါးဆယ့်နှစ်နှစ်ပါ။,Ms Kimuras dad is  years old
စာတိုက်မှာ ပို့စကတ် တစ်ခု ဝယ်မယ်။,I will buy a postcard at the post office
မစ္စတာခိမုရက ပန်း ကြိုက်တယ်။,Ms Kimura likes flowers
B တစ်၊ နှစ်၊ သုံး၊ လေး ။,B One two three four
အိမ်ပြန်ရင် အရင်ဆုံး အိမ်စာလုပ်မယ်။,I will do my homework first thing when I get home
နေ့တိုင်း အလုပ်များတယ်။ ဒါပေမဲ့ အရမ်း ပျော်တယ်။,I am busy every day However every day is very fun
ဟင့်အင်း၊ မတတ်ဘူး။,No I cant
ကင်မရာထဲကို ဖလင် ထည့်တယ်။,I will put a film in the camera
မစ္စတာမဆုအိဆီက ငှားလာတဲ့ မဂ္ဂဇင်း ပျောက်သွားပြီ။,I lost the magazine I borrowed from Mr Matsui
ခဏလောက် စောင့်ပါ။,Please wait a second
မစ္စတာခိမုရရဲ့ အစ်မက အရမ်း ချောတဲ့မိန်းကလေး။,Ms Kimuras elder sister is very beautiful
လေကြောင်းလိုင်းနဲ့ ပို့လိုက်လို့ နည်းနည်း ဈေးများတယ်။,I sent it by airmail so it was a little bit expensive
အဲဒီအိတ်က ဘယ်သူ့ဟာလဲ။,Whose bag is that
မစ္စတာတာနာခါ ပြေးနေတာကို မြင်လိုက်တယ်။,I saw Mr Tanaka running
နောက်နှစ်ကျရင် ကျွန်တော် ကားအသစ် ယ်မယ်လို့ စိတ်ကူးထားတယ်။,I am thinking of buying a new car next year
မနေ့က သူငယ်ချင်းနဲ့ ချောင်းကို သွားကစားတယ်။,I went to the river yesterday with my friend and played
မုန်တိုင်းကြောင့် ရထားနောက်ကျတယ်။,The train was delayed by the typhoon
ဘူတာကနေ နံပါတ်ဆယ်ငါးဘတ်စကား စီးမယ်။,I will get on bus number  from the station
A ဘယ်နှခု ရှိလဲ။,A How many are there
စာကြည့်တိုက်မှာ စာဖတ်မလို့ လုပ်ထားတာ စာကြည့်တိုက် မဖွင့်ဘူး။,I was going to study at the library but it was closed
စာလုံး ရေးရတာ သိပ် မကြိုက်ဘူး။,I do not like handwriting letters very much
ရထားစီးတဲ့အခါ လက်မှတ် ဝယ်တယ်။,We will buy a ticket when we ride the train
ဘယ်လိုလူမျိုးနဲ့ လက်ထပ်ချင်သလဲ။,What kind of person would you like to marry
ဒီမှတ်စုစာအုပ်က ကျွန်တော့်မှတ်စုစာအုပ်နဲ့ မတူဘူး။,This notebook is different from my notebook
အဲဒီပုဂ္ဂိုလ်က ဒီကျောင်းကဆရာပါ။,That person is a teacher at this school
ဒီအခန်းထဲမှာ ထမင်းဘူး ဖွင့်စားလည်း ရတယ်။,You may eat your boxed lunch in this room
ဟို မိတ်ကပ်ဆရာက သေးသွယ်ပြီး လှတယ်။,That hairdresser is thin and pretty
ညီမလေးက မျက်လုံး ပြူးပြီး နှာခေါင်း ချွန်တယ်။,My little sister has big eyes and is highnosed
မစ္စတာတာနာခါဟာ တက်တက်ကြွကြွရှိတဲ့လူ ဖြစ်တယ်။,Mr Tanaka is an energetic person
စာသင်ချိန်မှာ ဘေးနားကလူနဲ့ စကားမပြောရဘူး။,You may not talk to the person next to you during class
လာမယ့်လမှာ တပည့်အသစ် လာမယ်လို့ ကြားတယ်။,A new student will be coming next month
မနက် အိပ်ရာထတဲ့အခါ မင်္ဂလာမနက်ခင်းပါလို့ ပြောတယ်။,When we wake up we say good morning
ပုံးထဲကို မှတ်စုစာအုပ်နဲ့ ဘောပင် ထည့်မယ်။,I put notebooks and pens inside the box
ဘေးအိမ်ကခွေးက ဆူလို့ စာဖတ်လို့မရဘူး။,I cannot study because the neighbours dog is loud
အပတ်စဉ် စနေနေ့တိုင်း ဘောလုံး လေ့ကျင့်တယ်။,I practise football on Sunday every week
ညီမလေးက ဂျပန်စာဆရာမ လုပ်ဖို့ စိတ်ကူးနေတယ်။,My little sister wants to become a Japanese teacher
ညနေစောင်း ခွေးနဲ့ ပန်းခြံကို လမ်းလျှောက် သွားတယ်။,I went for a walk with my dog in the park in the evening
ကောင်းကင်ကြီးက ကျယ်တယ်။,The sky is big
သိပ် မပင်ပန်းခဲ့ဘူး။,I didnt get very tired
နေ့တိုင်း ခြောက်နာရီမှာ အိပ်ရာထတယ်။,I wake up at  every morning
အန္တရာယ်ရှိလို့ ဒီကို မဝင်ရဘူး။,It is dangerous here so you may not go inside
ရဲသားက ဘူတာအထိ လမ်းညွှန်ပေးတယ်။,The policeman showed us the way to the station
ပိုက်ဆံအိတ်ထဲကို ပိုက်ဆံ ထည့်တယ်။,I will put money in my wallet
ပန်းအိုးကို စားပွဲပေါ်မှာ ထားလိုက်တယ်။,I put a vase on the table
ရထားက ဘူတာကို ရောက်တော့မယ်။,The train will arrive at the station
ထမင်းဘူးတွေ ဟိုနားမှာ ထိုင်စားရအောင်။,Lets sit over there and eat a boxed lunch
ဒီည ဟိုတယ်မှာ တည်းမယ်။,I will stay at a hotel this evening
ဟိုအမျိုးသမီးချောလေးက မစ္စခိမုရပါ။,That beautiful woman is Ms Kimura
အဲဒီမှာ ရှိတဲ့ပစ္စည်းတွေကို မသုံးရဘူး။,You cannot use the thing that is over there
ကာရီက အိန္ဒိယအစားအစာပါ။,Curry is Indian food
မနေ့က မစ္စတာမဆုအိဆီက အဆက်အသွယ်ရတယ်။,Yesterday Mr Matsui contacted me
အဲဒီရုပ်ရှင်ရုံက သစ်လွင်ပြီး သန့်ရှင်းနေတာပဲ။,That cinema is new and pretty
ဒီခွက်ကို ဝယ်မယ်။ ပြီးတော့ ဒီပန်းကန်ပြားလည်း ဝယ်မယ်။,I will buy that cup I will buy that plate too
ခြေအိတ်အရောင်းကောင်တာက တစ်ထပ်မှာ ရှိတယ်။,The socks section is on the first floor
လမ်း မသိခဲ့ရင် ဖုန်းဆက်မေးပါ,When you do not know the way please call and ask
တခြားလူကို မပြောရဘူး။,You may not talk about this to other people
ကျွန်တော့်မွေးနေ့က ရှစ်လပိုင်း နှစ်ဆယ့်ခြောက်ရက်နေ့ပါ။,My birthday is on  August
စာတိုက်ပုံးက အိမ်နဲ့ မျက်နှာချင်းဆိုင်မှာ ရှိတယ်။,The postbox is across the street from our house
ထမင်းစားပြီး ဆေးလိပ် တစ်လိပ် သောက်တယ်။,I will eat and smoke a cigarette
လစဉ် ဘဏ်မှာ ငွေအပ်တယ်။,Every month I deposit money in the bank
လေကြမ်းတဲ့နေ့ဆို တင်းနစ်ရိုက်လို့မရဘူး။,I cannot play tennis on days when the wind is strong
ဘယ်ဆရာရဲ့ အတန်းက စိတ်ဝင်စားဖို့ အကောင်းဆုံးလဲ။,Whose class is the most interesting
ဒီနေရာကို နှိပ်ရင် အသံကျယ်လာမယ်။,If you press here the sound will get louder
အဲဒီအဆောက်အအုံရဲ့ ဘယ်ဘက်ကို ကွေ့လိုက်ရင် ဆေးရုံ ရှိတယ်။,When you turn left at that building there is a hospital
မနေ့က သစ်ပင်ကို ခုတ်လိုက်တယ်။,Yesterday I cut down a tree
ငါ့အိမ်ကခွေးလေးက တကယ့်ကို ချစ်ဖို့ကောင်းတယ်။,My dog is really cute
ဆရ့ာရဲ့ စာကြည့်စားပွဲပေါ်မှာ အဘိဓာန် နှစ်အုပ်နဲ့ မဂ္ဂဇင်း တစ်အုပ် ရှိတယ်။,There are two dictionaries and one magazine on the teachers desk
ဒီနာရီက ယန်းထောင့်ငါးရာပါ။,This clock costs  yen
ကျွန်တော် နောက်အပတ် မစ္စတာခိုဘာယာရှိနဲ့ ထပ်ပြီး လျှောက်လည်ဦးမယ်။,I will go out with Mr Lee again next week
စာမေးပွဲအဖြေကို ပြန်စစ်တယ်။,I will check the answers for the test
ကိတ်မု့န် စားတဲ့လူက မစ္စတာယာမာဒါပါ။,Mr Yamada was the one who ate the cake
အသားတုံး ထူထူကို စားတယ်။,I will eat thick meat
ဂျပန်ကနွေရာသီက ပူတယ်။,Summer in Japan is hot
ဒါပဲနော်၊ နောက်မှ တွေ့မယ်။,Well then see you again
ကျွန်တော်နဲ့ မစ္စတာမဆုအိနဲ့က အတန်း အတူတူပဲ။,I am in the same class as Mr Matsui
ဒီစာအုပ်က အရမ်း စိတ်ဝင်စားစရာကောင်းတယ် ထင်တယ်။,I think this book is very interesting
မနှစ်က သူငယ်ချင်းနဲ့ နိုင်ငံခြား အလည်ခရီး ထွက်ခဲ့တယ်။,Last year I went on a trip abroad with my friend
မနေ့က အတန်းထဲမှာ လက်ကိုင်ပဝါ မေ့ကျန်ခဲ့တယ်။,I forgot my handkerchief in my classroom yesterday
ကျွန်တော် မနက်တိုင်း သုံးကီလို ပြေးတယ်။,I run three kilometres every morning
ဒီမုန့်က ချိုတယ်။,This snack is sweet
မစ္စတာခိမုရက ကျွန်တော့်ရဲ့ အထုပ်ကို ကူသယ်ပေးတယ်။,Mr Kimura carried my baggage for me
ဒီလွယ်အိတ်က အပြင်ဘက်ခြမ်းမှာ အိတ်ကပ် ရှိတယ်။,This bag has an external side pocket
အဲဒီလူရဲ့ ခြေထောက်က အရှည်ကြီးပဲ။,That person has really long legs
တက္ကစီနဲ့ အိမ်ပြန်မယ်။,I go home by taxi
ဘယ်သူက မစ္စတာဟယရှိလဲ။,Who is Mr Hayashi
ဒီအပတ် ဂျပန်စာအတန်း မရှိဘူး။,There will not be Japanese class this week
တိုကျိုမှာ နေသာတယ်။,It was sunny in Tokyo
လေးတယ်ရဲ့ ဆန့်ကျင်ဘက်က ပေါ့တယ်။,The opposite of heavy is light
ဟိုမှာ ကောင်မလေးငယ်ငယ်လေး တစ်ယောက် ရှိတယ်။,There is a small girl over there
အဲဒီဘက်က မစ္စတာလီပါ။,That is Mr Lee
မစ္စတာယာမာဒါက မစ္စတာခိုဘယရှိရဲ့ မွေးနေ့အတွက် နာရီလက်ဆောင် ပေးခဲ့တယ်။,Mr Yamada gave a watch for Mr Kobayashis birthday
မအိပ်ခင် ရေချိုးတယ်။,I will take a shower before going to sleep
မစ္စတာမဆုအိက အသံကျယ်တယ်။,Mr Matsuis voice is big
မနက်ဖန် မိုးအုံ့မယ်ဆိုပဲ။,They say it will be cloudy tomorrow
မစ္စတာယာမာဒါက စာသင်ခန်းထဲမှာ ရှိတယ်။,Mr Yamada is in the classroom
ကျွန်တော် အခု ပိုက်ဆံ မရှိဘူး။,I do not have any money right now
ဒီနေ့ ညစာက ထမင်းဖြူနဲ့ မဆလာဟင်းပါ။,Dinner today will be curry
စာသင်ခန်းမှာ ကျောင်းသား တစ်ယောက် ရှိတယ်။,There is a student in the classroom
ကျွန်တော် ကြိုက်တဲ့စားစရာက ဂျပန်ကာရီပါ။,My favourite food is curry
ရေကူးကန် သွားရအောင်လား။,Why dont we go the pool
ကျွန်တော့်ညီမက အရပ်ပုပြီး ဆံပင်ရှည်တယ်။,My little sister is short and has long hair
စုစုပေါင်း ထောင့်ခြောက်ရာပါ။,The whole thing will be  yen
ကျွန်တော် အင်္ဂလိပ်စကား ပြောတတ်တယ်။,I can speak English
ဘေးကအခန်းမှာ ဘယ်သူများ ရှိလို့လဲ။,Was there anyone in the room next to us
အိမ်စာလုပ်ဖို့ မမေ့ပါစေနဲ့။,Please do not forget the homework
မစ္စတာယာမာဒါက အတန်းထဲမှာ အရပ်အရှည်ဆုံးပဲ။,Mr Yamada is the tallest in the class
အခန်းထဲမှာ သေတ္တာ ခြောက်လုံး ရှိတယ်။,There are six boxes in the room
ဒီကျောင်းမှာ နိုင်ငံခြားသားကျောင်းသား များတယ်။,There are a lot of foreign students at this school
စာရွက်မှာ ရေးထားတဲ့ နံပါတ်ကို မှတ်တယ်။,I will remember the number written on this paper
အဲဒီကို သွားရင်တော့ စာတိုက်နဲ့ ဘဏ် ရှိတယ်။,If you go there there is a post office and a bank
ဒီမနက်က အချိန်ရလို့ သတင်းစာ ဖတ်ပြီးမှ အိမ်က ထွက်မယ်။,I have some time this morning so I will read the newspaper before heading out
မစ္စတာခိမုရရဲ့ အထုပ်က သေးပြီး ပေါ့တယ်။,Ms Kimuras package is small and light
အားကစားဆို ဘေ့စ်ဘောကို အကြိုက်ဆုံးပဲ။,I like baseball the best of all the sports
ဒီကင်မရာက ဈေးကြီးပေမဲ့ အဆင်ပြေတယ်။,This camera is expensive but very useful
ပန်းခြံမှာ သစ်ပင် တုတ်တုတ်ကြီးတွေ ရှိတယ်။,There is a tree in the park with a thick trunk
ကျွန်တော် စာအုပ် ဖတ်ခဲ့တယ်။,I read a book
အဲဒီအခန်းကို မဝင်ရဘူး။,You cannot go into that room
